3 SEASONS CAMPING RESORT INC     151.925000   REHOBOTH BEA  IB    DE WNDY333
MARYLAND, STATE OF                39.240000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.240000   SALISBURY     PP    MD KJD348
MARYLAND, STATE OF                39.240000   SALISBURY     PP    MD WXP507
MARYLAND, STATE OF                39.260000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                39.260000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.260000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.260000   SALISBURY     PP    MD KJD348
MARYLAND, STATE OF                39.300000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                39.300000   DENTON        PP    MD KNJH655
MARYLAND, STATE OF                39.300000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.300000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.300000   SALISBURY     PP    MD WXP507
MARYLAND, STATE OF                39.320000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.320000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.340000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.340000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.380000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.380000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.400000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.400000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.520000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                39.520000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.520000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.520000   SALISBURY     PP    MD WNQD338
MARYLAND, STATE OF                39.520000   SALISBURY     PP    MD WXP507
MARYLAND, STATE OF                39.600000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.620000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                39.620000   DENTON        PP    MD KNJH655
MARYLAND, STATE OF                39.620000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.620000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.620000   SALISBURY     PP    MD KJD348
MARYLAND, STATE OF                39.620000   SALISBURY     PP    MD WNQD338
MARYLAND, STATE OF                39.620000   SALISBURY     PP    MD WXP507
MARYLAND, STATE OF                39.660000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.660000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.780000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                39.780000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.780000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.780000   SALISBURY     PP    MD KJD348
MARYLAND, STATE OF                39.780000   SALISBURY     PP    MD WNQD338
MARYLAND, STATE OF                39.780000   SALISBURY     PP    MD WXP507
MARYLAND, STATE OF                39.920000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.920000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.960000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                39.960000   DENTON        PP    MD KNJH655
MARYLAND, STATE OF                39.960000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                39.960000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                39.960000   SALISBURY     PP    MD WNQD338
MARYLAND, STATE OF                39.960000   SALISBURY     PP    MD WXP507
MARYLAND, STATE OF                44.740000   CAMBRIDGE     PP    MD KBU301
MARYLAND, STATE OF                44.740000   DENTON        PP    MD KNJU518
MARYLAND, STATE OF                44.740000   DENTON        PP    MD WNUB256
MARYLAND, STATE OF                44.740000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                44.740000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                44.740000   SALISBURY     PP    MD WNUB257
MARYLAND, STATE OF                44.900000   DENTON        PP    MD KNJU518
MARYLAND, STATE OF                44.900000   EASTON        PP    MD KGA912
MARYLAND, STATE OF                44.900000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF                47.140000   DENTON        PH    MD KGG849
MARYLAND, STATE OF                47.140000   DENTON        PH    MD WNFM558
MARYLAND, STATE OF                47.140000   EASTON        PH    MD KGG834
MARYLAND, STATE OF                47.140000   VIENNA        PH    MD WNHF320
MARYLAND, STATE OF                47.260000   EASTON        PH    MD KGG834
MARYLAND, STATE OF                47.260000   SALISBURY     PH    MD KGG850
MARYLAND, STATE OF                47.260000   VIENNA        PH    MD WNHF320
MARYLAND, STATE OF                47.320000   CAMBRIDGE     PH    MD KGG836
MARYLAND, STATE OF                47.320000   DENTON        PH    MD KGG849
MARYLAND, STATE OF                47.320000   DENTON        PH    MD WNFM558
MARYLAND, STATE OF                47.320000   EASTON        PH    MD KGG834
MARYLAND, STATE OF                47.320000   SALISBURY     PH    MD KGG850
MARYLAND, STATE OF                47.320000   SALISBURY     PH    MD WNUV692
MARYLAND, STATE OF                47.320000   VIENNA        PH    MD WNHF320
MARYLAND, STATE OF                47.400000   CAMBRIDGE     PH    MD KGG836
MARYLAND, STATE OF                47.400000   DENTON        PH    MD WNFM558
MARYLAND, STATE OF                47.400000   SALISBURY     PH    MD KGG850
MARYLAND, STATE OF                47.400000   VIENNA        PH    MD WNHF320
MARYLAND, STATE OF                47.500000   DENTON        PS    MD WNLZ999
MARYLAND, STATE OF                47.500000   SALISBURY     PS    MD WNLZ999
MARYLAND, STATE OF                47.660000   DENTON        PS    MD WNLZ999
MARYLAND, STATE OF                47.660000   SALISBURY     PS    MD WNLZ999
MARYLAND, STATE OF               151.145000   CHURCH CREEK  PO    MD WBF60
MARYLAND, STATE OF               151.145000   DENTON        PO    MD WAM24
MARYLAND, STATE OF               151.145000   PITTSVILLE    PO    MD KNAI738
MARYLAND, STATE OF               151.145000   QUEEN ANNE    PO    MD WBL229
MARYLAND, STATE OF               151.182500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.205000   SALISBURY     PO    MD KFX286
MARYLAND, STATE OF               151.227500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.250000   DENTON        PO    MD KQP645
MARYLAND, STATE OF               151.272500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.287500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.310000   DENTON        PO    MD KQP645
MARYLAND, STATE OF               151.325000   DENTON        PO    MD KQP645
MARYLAND, STATE OF               151.325000   QUEEN ANNE    PO    MD KZE767
MARYLAND, STATE OF               151.355000   DENTON        PO    MD KQP645
MARYLAND, STATE OF               151.377500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.392500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.407500   SALISBURY     PP    MD KNGB249
MARYLAND, STATE OF               151.415000   DENTON        PO    MD KQP645
MARYLAND, STATE OF               151.460000   CHURCH CREEK  PO    MD KGA543
MARYLAND, STATE OF               151.460000   DENTON        PO    MD KQP645
MARYLAND, STATE OF               151.460000   PITTSVILLE    PO    MD KNAI738
MARYLAND, STATE OF               153.815000   SALSIBURY     PL    MD WNML909
MARYLAND, STATE OF               153.845000   SALISBURY     PL    MD WNUI896
MARYLAND, STATE OF               155.190000   EASTON        PP    MD KGA912
MARYLAND, STATE OF               155.190000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF               155.475000   EASTON        PP    MD KGA912
MARYLAND, STATE OF               155.475000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF               155.475000   SALISBURY     PP    MD WNQD338
MARYLAND, STATE OF               155.730000   EASTON        PP    MD KGA912
MARYLAND, STATE OF               155.730000   SALISBURY     PP    MD KGA913
MARYLAND, STATE OF               155.775000   DENTON        PL    MD KNHF718
MARYLAND, STATE OF               155.775000   SALISBURY     PL    MD KTA967
MARYLAND, STATE OF               156.425000   CAMBRIDGE     MC    MD KYQ894
MARYLAND, STATE OF               156.425000   CAMBRIDGE     MC    MD KZA873
MARYLAND, STATE OF               156.425000   EASTON        MC    MD WHG912
MARYLAND, STATE OF               156.425000   EASTON        MC    MD WHG918
MARYLAND, STATE OF               156.425000   HONGA         MC    MD KYU695
MARYLAND, STATE OF               156.425000   SALISBURY     MC    MD KYU697
MARYLAND, STATE OF               156.425000   SALISBURY     MC    MD KZA869
MARYLAND, STATE OF               156.425000   SHARPTOWN     MC    MD KYQ896
MARYLAND, STATE OF               156.425000   VIENNA        MC    MD KYQ895
MARYLAND, STATE OF               156.650000   CAMBRIDGE     MC    MD KYQ894
MARYLAND, STATE OF               156.650000   CAMBRIDGE     MC    MD KZA873
MARYLAND, STATE OF               156.650000   EASTON        MC    MD WHG912
MARYLAND, STATE OF               156.650000   EASTON        MC    MD WHG918
MARYLAND, STATE OF               156.650000   HONGA         MC    MD KYU695
MARYLAND, STATE OF               156.650000   SALISBURY     MC    MD KYU697
MARYLAND, STATE OF               156.650000   SALISBURY     MC    MD KZA869
MARYLAND, STATE OF               156.650000   SHARPTOWN     MC    MD KYQ896
MARYLAND, STATE OF               156.650000   VIENNA        MC    MD KYQ895
MARYLAND, STATE OF               156.800000   CAMBRIDGE     MC    MD KYQ894
MARYLAND, STATE OF               156.800000   CAMBRIDGE     MC    MD KZA873
MARYLAND, STATE OF               156.800000   EASTON        MC    MD WHG912
MARYLAND, STATE OF               156.800000   EASTON        MC    MD WHG918
MARYLAND, STATE OF               156.800000   HONGA         MC    MD KYU695
MARYLAND, STATE OF               156.800000   SALISBURY     MC    MD KYU697
MARYLAND, STATE OF               156.800000   SALISBURY     MC    MD KZA869
MARYLAND, STATE OF               156.800000   SHARPTOWN     MC    MD KYQ896
MARYLAND, STATE OF               156.800000   VIENNA        MC    MD KYQ895
MARYLAND, STATE OF               158.925000   SALISBURY     PL    MD KTA967
MARYLAND, STATE OF               159.240000   SALISBURY     PO    MD KFX286
MARYLAND, STATE OF               159.450000   CHURCH CREEK  PO    MD WNGL423
MARYLAND, STATE OF               159.450000   DENTON        PO    MD KGA562
MARYLAND, STATE OF               159.450000   SALISBURY     PO    MD KJP523
MARYLAND, STATE OF               453.137500   BALTIMORE     PL    MD WNWW902
MARYLAND, STATE OF               453.562500   SALISBURY     PL    MD KD48922
MARYLAND, STATE OF               453.675000   CAMBRIDGE     PL    MD WNNG253
MARYLAND, STATE OF               453.925000   SALISBURY     PL    MD WNZR609
MARYLAND, STATE OF               458.137500   BALTIMORE     PL    MD WNWW902
MARYLAND, STATE OF               458.562500   SALISBURY     PL    MD KD48922
MARYLAND, STATE OF               458.675000   CAMBRIDGE     PL    MD WNNG253
MARYLAND, STATE OF               458.925000   SALISBURY     PL    MD WNZR609
MARYLAND, STATE OF               458.925920   SALISBURY     PL    MD WNZR609
MARYLAND, STATE OF               458.962500   BALTIMORE     PH    MD WPBM898
MARYLAND, STATE OF               462.950000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               462.950000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               462.975000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               462.975000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.000000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.000000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.025000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.025000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.050000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.050000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.075000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.075000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.100000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.100000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.125000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.125000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.150000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.150000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.175000   DENTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.175000   EASTON        PS    MD KNDJ504
MARYLAND, STATE OF               463.975000   EASTON        PS    MD KNDJ504
MASTEN HOME CENTER               154.570000   FRUITLAND     IB    MD KD52846
MASTENS HOME CENTER INC          154.600000   MILLSBORO     IB    DE KD29974
MASTER BUILDERS                  806.000000   SALISBURY     YB    MD WNQN637
MATTHEWS DEAN COMPANY INC        461.775000   EDEN          IB    MD WNCG896
MATTHEWS DEAN COMPANY INC        466.775000   EDEN          IB    MD WNCG896
MC CABE, MICHAEL                 461.675000   OAK ORCHARD   IB    DE WNYD792
MC CABE, MICHAEL                 466.675000   OAK ORCHARD   IB    DE WNYD792
MC ELHANEY PHONE SYSTEMS INC     463.950000   PRESTON       IB    MD WNCY964
MC ELHANEY PHONE SYSTEMS INC     468.950000   PRESTON       IB    MD WNCY964
MC INTYRE, JOHN D                806.000000   FRUITLAND     YB    MD WNPI441
MC MULLEN, C JACK                806.000000   SEAFORD       YB    DE WNKX522
MCCREADY JR, JAMES H             806.000000   RHODESDALE    YB    MD WNLG383
MCMAHAN OIL CO INC               451.900000   WILLIAMSBURG  IS    MD KFB652
MCMAHAN OIL CO INC               456.900000   EASTON        IS    MD KA26211
MDV TELEVISION COMPANY INC      6950.000000   SHARPTOWN     BA    MD WGR765
MDV TELEVISION COMPANY INC      7050.000000   SALISBURY     BA    MD WGR764
ME GEE PLUMBING & HEATING CO I   151.655000   GEORGETOWN    IB    DE KGN220
MEDIA CHOICE INC                 806.000000   SEAFORD       YB    MD WNQP299
MEGEE PLUMBING AND HEATING COM   806.000000   GEORGETOWN    YB    DE WNQQ610
MEINTZER BROS PETROLEUM INC      461.300000   WILLIAMSBURG  IB    MD WNNQ582
MEINTZER BROS PETROLEUM INC      466.300000   WILLIAMSBURG  IB    MD WNNQ582
MELVIN L JOSEPH CONSTRUCTION C    35.820000   GEORGETOWN    IS    DE KGC886
MEMORIAL HOSPITAL                152.007500   EASTON        PS    MD KFA555
MEMORIAL HOSPITAL                155.400000   EASTON        PS    MD KFA555
MEMORIAL HOSPITAL AT EASTON MD   151.745000   EASTON        IB    MD KB95821
MEMORIAL HOSPITAL AT EASTON MD   154.600000   EASTON        IB    MD KB95821
MEMORIAL VOLUNTEER FIRE COMPAN    33.420000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.580000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.720000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.720000   SLAUGHTER BE  PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.780000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.780000   SLAUGHTER BE  PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.860000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.860000   SLAUGHTER BE  PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.920000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.920000   SLAUGHTER BE  PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.960000   MILFORD       PF    DE KGL636
MEMORIAL VOLUNTEER FIRE COMPAN    33.960000   SLAUGHTER BE  PF    DE KGL636
MEREDITH, RICHARD D              806.000000   SALISBURY     YB    MD WPAZ266
MESSAGE CENTER BEEPERS INC       152.480000   SALISBURY     IB    MD WPAZ596
METROMEDIA PAGING SERVICES, IN   152.210000   CAMBRIDGE     CD    MD KWU413
METROMEDIA PAGING SERVICES, IN   454.150000   MILLSBORO     CD    DE KWU230
METROMEDIA PAGING SERVICES, IN   931.837500   BETHANY       CD    DE KNKM845
METROMEDIA PAGING SERVICES, IN   931.837500   GEORGETOWN    CD    DE KNKM845
METROMEDIA PAGING SERVICES, IN   931.862500   BETHANY       CD    DE KNKM845
METROMEDIA PAGING SERVICES, IN   931.862500   CAMBRIDGE     CD    MD KNKM880
METROMEDIA PAGING SERVICES, IN   931.862500   GEORGETOWN    CD    DE KNKM845
METROMEDIA PAGING SERVICES, IN   931.862500   MILFORD       CD    DE KNKM845
METROMEDIA PAGING SERVICES, IN   931.862500   SALISBURY     CD    MD KNKM880
METROMEDIA PAGING SERVICES, IN   931.862500   SEAFORD       CD    DE KNKM845
METROMEDIA PAGING SERVICES, IN  2115.600000   CAMBRIDGE     CD    MD KWU413
METS                            9375.000000   EASTON        XR    MD KO2XGK
MID ATLANTIC COMMUNICATIONS IN  7025.000000   EAST NEW MAR  BA    MD KGI25
MID ATLANTIC COMMUNICATIONS IN  7100.000000   SALISBURY     BA    MD KUV96
MID ATLANTIC FOODS INC           806.000000   POCOMOKE CIT  YB    MD WNQP343
MID SHORE ELECTRONICS INCORPOR   156.500000   CAMBRIDGE     MC    MD KVY547
MID SHORE ELECTRONICS INCORPOR   156.800000   CAMBRIDGE     MC    MD KVY547
MID SHORE PAVING INC             806.000000   CHESTERTOWN   YB    MD WNJU577
MID-ATLANTIC COMMUNICATIONS IN  1990.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS IN  2008.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS IN  2025.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS IN  2042.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS IN  2059.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS IN  2076.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS IN  2093.000000   SALISBURY     BA    MD KB55313
MID-ATLANTIC COMMUNICATIONS, I  1990.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  1990.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC COMMUNICATIONS, I  2008.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  2008.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC COMMUNICATIONS, I  2025.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  2025.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC COMMUNICATIONS, I  2042.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  2042.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC COMMUNICATIONS, I  2059.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  2059.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC COMMUNICATIONS, I  2076.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  2076.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC COMMUNICATIONS, I  2093.000000   SALISBURY     BA    MD KB55915
MID-ATLANTIC COMMUNICATIONS, I  2093.000000   SALISBURY     BA    MD KR9886
MID-ATLANTIC PAGING COMPANY, I    75.940000   HURLOCK       CD    MD KNKL823
MID-ATLANTIC PAGING COMPANY, I    75.940000   LEWES         CD    DE KNKL823
MID-ATLANTIC PAGING COMPANY, I   931.362500   BELLTOWN      CD    DE KNKL823
MID-ATLANTIC PAGING COMPANY, I   931.362500   BRIDGEVILLE   CD    DE KNKL823
MID-ATLANTIC PAGING COMPANY, I   931.362500   HURLOCK       CD    MD KNKL823
MID-ATLANTIC PAGING COMPANY, I   931.362500   LEWES         CD    DE KNKL823
MID-SHORE COMMUNICATIONS CORPO   450.925000   FEDERALSBURG  BA    MD KPG697
MILFORD FERTILIZER               461.625000   SEAFORD       IB    DE WNWW952
MILFORD FERTILIZER               466.625000   SEAFORD       IB    DE WNWW952
MILFORD FERTILIZER COMPANY        35.280000   MILFORD       IS    DE WNHY734
MILFORD MEMORIAL HOSPITAL        163.250000   LEWES         PS    DE KQS641
MILFORD MEMORIAL HOSPITAL        163.250000   MILFORD       PS    DE KQS641
MILFORD MEMORIAL HOSPITAL        163.250000   ROXANNA       PS    DE KQS641
MILFORD, CITY OF                 154.456250   MILFORD       IW    DE WGN429
MILFORD, CITY OF                 155.775000   MILFORD       PL    DE KQO340
MILLERS BODY SHOP INC            157.485000   EASTON        LA    MD KNIV987
MILLERS FORESTRY SERVICES        806.000000   SALISBURY     YB    MD WNLD880
MILLSBORO FIRE COMPANY INC        33.420000   MILLSBORO     PF    DE KGD973
MILLSBORO FIRE COMPANY INC        33.580000   MILLSBORO     PF    DE KGD973
MILLSBORO FIRE COMPANY INC        33.720000   MILLSBORO     PF    DE KGD973
MILLSBORO FIRE COMPANY INC        33.780000   MILLSBORO     PF    DE KGD973
MILLSBORO FIRE COMPANY INC        33.860000   MILLSBORO     PF    DE KGD973
MILLSBORO FIRE COMPANY INC        33.920000   MILLSBORO     PF    DE KGD973
MILLSBORO FIRE COMPANY INC        33.960000   MILLSBORO     PF    DE KGD973
MILLSBORO, TOWN OF               154.965000   MILLSBORO     PL    DE WQG920
MILLVILLE VOLUNTEER FIRE COMPA    33.420000   MILLVILLE     PF    DE KBN503
MILLVILLE VOLUNTEER FIRE COMPA    33.580000   MILLVILLE     PF    DE KBN503
MILLVILLE VOLUNTEER FIRE COMPA    33.720000   MILLVILLE     PF    DE KBN503
MILLVILLE VOLUNTEER FIRE COMPA    33.780000   MILLVILLE     PF    DE KBN503
MILLVILLE VOLUNTEER FIRE COMPA    33.860000   MILLVILLE     PF    DE KBN503
MILLVILLE VOLUNTEER FIRE COMPA    33.920000   MILLVILLE     PF    DE KBN503
MILLVILLE VOLUNTEER FIRE COMPA    33.960000   MILLVILLE     PF    DE KBN503
MILTON FIRE DEPARTMENT INC        33.420000   MILTON        PF    DE KGD941
MILTON FIRE DEPARTMENT INC        33.580000   MILTON        PF    DE KGD941
MILTON FIRE DEPARTMENT INC        33.720000   MILTON        PF    DE KGD941
MILTON FIRE DEPARTMENT INC        33.780000   MILTON        PF    DE KGD941
MILTON FIRE DEPARTMENT INC        33.860000   MILTON        PF    DE KGD941
MILTON FIRE DEPARTMENT INC        33.920000   MILTON        PF    DE KGD941
MILTON FIRE DEPARTMENT INC        33.960000   MILTON        PF    DE KGD941
MITCHELLS AUTO & TRUCK SALVAGE   806.000000   LAUREL        YB    DE WNXT246
MOBILECOMM NATIONWIDE MESSAGIN   931.887500   CAMBRIDGE     CD    MD KNKM897
MOBILECOMM OF VIRGINIA, INC.     931.812500   CAMBRIDGE     CD    MD KPA492
MOBILECOMM OF VIRGINIA, INC.     931.812500   SALISBURY     CD    MD KPA492
MONATH, ANTHONY L                806.000000   FEDERALSBURG  YB    MD WNZX895
MONATH, ANTHONY L                808.487500   FEDERALSBURG  GB    MD WNZZ657
MONATH, ANTHONY L                853.487500   FEDERALSBURG  GB    MD WNZZ657
MONES, MARVIN                    861.787500   WILLIAMSBURG  YX    MD WNRU205
MONES, MARVIN                    862.787500   WILLIAMSBURG  YX    MD WNRU205
MONES, MARVIN                    863.787500   WILLIAMSBURG  YX    MD WNRU205
MONES, MARVIN                    864.787500   WILLIAMSBURG  YX    MD WNRU205
MONES, MARVIN                    865.787500   WILLIAMSBURG  YX    MD WNRU205
MOORE FARMS INC                  463.975000   MILLSBORO     IB    DE WZA462
MOORE FARMS INC                  468.975000   MILLSBORO     IB    DE WZA462
MOORE, RONALD T                  463.875000   OAK ORCHARD   IB    DE WNPA998
MOORE, RONALD T                  468.875000   OAK ORCHARD   IB    DE WNPA998
MORGAN JR, RICHARD M             152.945000   LINCOLN       IS    DE WNKY222
MOSES, ALBERT                    461.675000   OAK ORCHID    IB    DE WNMT244
MOSHEY, HENRY L                  806.000000   SALISBURY     GX    MD WPBW447
MOSHEY, HENRY L                  851.187500   SALISBURY     GX    MD WPBW447
MOTOROLA C. & E.                 928.056250   MILLSBORO     IB    DE WNTK645
MOTOROLA C. & E.                 928.068750   MILLSBORO     IB    DE WNTK645
MOTOROLA C. & E.                 928.331250   MILFORD       IB    DE WNTK646
MOTOROLA C. & E.                 928.343750   MILFORD       IB    DE WNTK646
MOTOROLA C. & E.                 952.056250   MILLSBORO     IB    DE WNTK645
MOTOROLA C. & E.                 952.068750   MILLSBORO     IB    DE WNTK645
MOTOROLA C. & E.                 952.331250   MILFORD       IB    DE WNTK646
MOTOROLA C. & E.                 952.343750   MILFORD       IB    DE WNTK646
MOTOROLA INC                   18865.000000   CAMBRIDGE     IB    MD WNTE660
MOTOROLA INC                   19205.000000   CAMBRIDGE     IB    MD WNTE660
MOUNTAIRE FARMS OF DELMARVA IN   157.620000   SELBYVILLE    IB    DE KD24096
MOUNTAIRE FARMS OF DELMARVA IN   157.680000   SELBYVILLE    IB    DE KD24096
MOUNTAIRE FARMS OF DELMARVA IN   158.460000   DELMAR        IS    DE KGH313
MOUNTAIRE FARMS OF DELMARVA IN   158.460000   SELBYVILLE    IS    DE KGH313
MULTICHANNEL MEDIA, INC.        2603.250000   SALISBURY     CM    MD WMH345
MULTICHANNEL MEDIA, INC.        2607.750000   SALISBURY     CM    MD WMH345
MULTIPLE SCLEROSIS SOCIETY DE    461.675000   GEORGETOWN    IB    DE WNXD868
MULTIPLE SCLEROSIS SOCIETY DE    466.675000   GEORGETOWN    IB    DE WNXD868
MUNICIPAL & CONTRACTOR SALES I   806.000000   FINKSBURG     YB    MD WNMH817
MURPHY, EDGAR M                  806.000000   SECRETARY     YB    MD WNXF792
MURPHY, MELVIN A                 806.000000   CAMBRIDGE     YB    MD WNZC761
MURRAY MOTORS INC                806.000000   DAGSBORO      YB    MD WNMH824
MURRAY, RANDY                    806.000000   SALISBURY     YB    MD WNQX467
N E TAYLOR CONTRACTORS INC        30.580000   EASTON        IS    MD WNLZ832
NAGEL, C COOLIDGE                461.200000   WILLIAMSBURG  IB    MD WNFQ508
NAGEL, C COOLIDGE                466.200000   WILLIAMSBURG  IB    MD WNFQ508
NAGEL, HARRY C                   461.500000   WILLIAMSBURG  IB    MD WNHG706
NAGEL, HARRY C                   466.500000   WILLIAMSBURG  IB    MD WNHG706
NANTICOKE HOMES INC               30.960000   GREENWOOD     IB    DE KWK721
NANTICOKE MEMORIAL HOSPITAL      152.480000   SEAFORD       IB    DE WNCR629
NANTICOKE MEMORIAL HOSPITAL      457.525000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      457.550000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      457.575000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      457.600000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      464.575000   SEAFORD       IB    DE WNHA351
NANTICOKE MEMORIAL HOSPITAL      465.662500   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      465.687500   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      465.737500   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      465.787500   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      465.837500   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      465.862500   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      467.750000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      467.775000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      467.800000   SEAFORD       IB    DE KD38012
NANTICOKE MEMORIAL HOSPITAL      467.825000   SEAFORD       IB    DE KD38012
